hs6,product_label,years_present,avg_RSCA
903083,"Instruments and appliances for measuring or checking electrical quantities, with recording ...",6,1.0
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",3,1.0
100700,Grain sorghum,11,1.0
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",8,1.0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine ""INN"", metamfetamine racemate, and salts, ...",4,1.0
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",3,1.0
30455,"Fresh or chilled meat, whether or not minced, of toothfish ""Dissostichus spp."" (excl. fillets)",12,1.0
871411,"Saddles for motorcycles, incl. mopeds",8,1.0
130110,Natural lac,4,1.0
610312,"Men's or boys' suits of synthetic fibres, knitted or crocheted (excluding track suits, ski ...",6,1.0
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...",12,1.0
740120,"Cement copper ""precipitated copper""",3,1.0
741600,"Copper springs (excluding clock and watch springs, spring washers and other lock washers)",4,1.0
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",3,1.0
521012,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",5,1.0
30290,Fresh or chilled fish livers and roes,4,1.0
681110,"Corrugated sheets of asbestos-cement, cellulose fibre-cement or the like",6,1.0
382720,"Mixtures containing bromochlorodifluoromethane ""Halon-1211"", bromotrifluoromethane ""Halon-1301"" ...",3,1.0
530410,"Sisal and other textile fibres of the genus Agave, raw",7,1.0
854270,"Electronic microassemblies made from discrete, active or both active and passive components, ...",6,1.0
681183,"Tubes, pipes and tube or pipe fittings of asbestos-cement, cellulose fibre-cement or the like, ...",6,1.0
701940,Woven fabrics of glass fibres made from rovings,3,1.0
900719,Cinematographic cameras for film of >= 16 mm width (excluding for double-8 mm film),7,1.0
440200,"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ...",10,1.0
900840,Photographic enlargers and reducers,5,1.0
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",8,1.0
290434,Potassium perfluorooctane sulphonate,8,1.0
90700,"Cloves, whole fruit, cloves and stems",12,1.0
71130,"Capers provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",3,1.0
120210,"Groundnuts in shell, not roasted or otherwise cooked",11,1.0
290374,Chlorodifluoroethanes,12,1.0
970200,"Original engravings, prints and lithographs",3,1.0
611511,"Panty hose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn ...",7,1.0
854459,"Electric conductors, for a voltage > 80 V but <= 1.000 V, insulated, not fitted with connectors, ...",8,1.0
382714,"Mixtures containing 1,1,1-trichloroethane ""methyl chloroform""",3,1.0
844390,"Parts of printing machinery and machines for uses ancillary to printing, n.e.s.",7,1.0
60499,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, for bouquets ...",11,1.0
611592,"Full-length or knee-length stockings, socks and other hosiery, incl. stockings for varicose ...",7,1.0
290551,"Ethchlorvynol ""INN""",10,1.0
382420,Naphthenic acids and the water-insoluble salts and esters therof,5,1.0
370295,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",5,1.0
330121,"Oils of geranium, whether or not terpeneless, incl. concretes and absolutes",4,1.0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",8,1.0
650590,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",12,1.0
611519,"Panty hose and tights of textile materials, knitted or crocheted (excluding of synthetic fibres ...",7,1.0
854221,"Monolithic integrated circuits, digital (excluding cards incorporating an electronic monolithic ...",6,1.0
370220,"Instant print film in rolls, sensitised, unexposed",4,1.0
382473,"Mixtures containing hydrobromofluorocarbons ""HBFCs""",9,1.0
800400,"Tin plates, sheets and strip, of a thickness of > 0,2 mm",6,1.0
30380,Frozen fish livers and roes,11,1.0
844359,"Printing machinery used for printing by means of the printing type, blocks, plates, cylinders ...",7,1.0
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",3,1.0
282733,Iron chlorides,4,1.0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",3,1.0
251319,"Pumice stone, crushed or ground",4,1.0
151540,"Tung oil and its fractions, whether or not refined, but not chemically modified",3,1.0
630631,"Sails for boats, sailboards or landcraft, of synthetic fibres",8,1.0
30377,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",3,1.0
150200,"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ...",9,1.0
160590,"Molluscs and aquatic invertebrates, prepared or preserved",10,1.0
950349,Toys representing animals or non-human creatures (excluding stuffed),7,1.0
80240,"Fresh or dried chestnuts (Castanea spp.), whether or not shelled or peeled",5,1.0
284110,Aluminates,3,1.0
854389,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere ...",9,1.0
121220,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground",12,1.0
701931,Mats of irregularly laminated glass fibres,3,1.0
30110,Live ornamental fish,12,1.0
190530,"Sweet biscuits, waffles and wafers, whether or not containing cocoa (excluding with water content ...",3,1.0
410121,"Whole raw bovine hides and skins, weighing > 14 kg, fresh or wet-salted, whether or not dehaired ...",4,1.0
852530,Television cameras (excluding video camera recorders),6,1.0
844330,Flexographic printing machinery,5,1.0
30321,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",6,1.0
340410,Chemically modified lignite waxes,4,1.0
847110,Analogue or hybrid automatic data processing machines,6,1.0
110230,Rice flour,5,1.0
900810,Slide projectors,4,1.0
292424,"Ethinamate ""INN""",12,1.0
460210,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ...",7,1.0
851993,"Cassette-players ""play only"" (excluding pocket-size and dictating machines)",5,1.0
140200,"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ...",6,1.0
900620,"Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",5,1.0
611010,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool or fine animal hair, ...",3,1.0
30375,Frozen dogfish and other sharks,6,1.0
810195,"Tungsten bars and rods (other than those obtained simply by sintering), profiles, plates, sheets, ...",4,1.0
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",5,1.0
961420,Smoking pipes and pipe bowls,3,1.0
701339,Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...,7,1.0
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",8,1.0
10210,Pure-bred breeding bovines,10,1.0
940380,"Furniture of cane, osier, bamboo or similar materials (excluding of metal, wood and plastics)",9,1.0
200892,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",7,1.0
852439,"Discs, recorded, for laser reading systems, for reproducing sound and image or image only",3,1.0
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, ...",9,1.0
847220,"Addressing machines and address plate embossing machines (excluding automatic typewriters, ...",5,1.0
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",5,1.0
852453,"Magnetic tapes for reproducing sound or image, recorded, of a width > 6,5 mm",3,1.0
852821,"Video monitors, colour",7,1.0
100820,Millet (excluding grain sorghum),9,1.0
40130,"Milk and cream of a fat content by weight of > 6%, not concentrated nor containing added sugar ...",12,1.0
252890,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",3,1.0
320630,Pigments and preparations based on cadmium compounds of a kind used to dye fabrics or produce ...,5,1.0
640330,"Footwear with leather uppers, made on a base or platform of wood, with neither an inner sole ...",6,1.0
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",4,1.0
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,5,1.0
701329,Drinking glasses (excluding glasses of glass-ceramics or of lead crystal),8,1.0
852452,"Magnetic tapes for reproducing sound or image, recorded, of a width > 4 mm but <= 6,5 mm",5,1.0
852731,"Radio-broadcast receivers, for mains operation only, incl. apparatus capable of also receiving ...",6,1.0
845699,"Machine-tools for working any material by removal of material, operated by electro-chemical ...",6,1.0
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",3,1.0
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",3,1.0
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",3,1.0
611593,"Full-length or knee-length stockings, socks and other hosiery, incl. stockings for varicose ...",6,1.0
90500,Vanilla,11,1.0
621131,"Men's or boys' track suits and other garments, n.e.s. of wool or fine animal hair (excluding ...",6,1.0
200590,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...",7,1.0
880110,"Gliders, without motor and not capable of being fitted with a motor, and hang gliders",6,1.0
90940,Caraway seeds,5,1.0
380890,Rodenticides and other plant protection products put up for retail sale or as preparations ...,8,1.0
80920,Fresh cherries,6,1.0
510210,"Fine animal hair, neither carded nor combed (excluding wool)",3,1.0
730620,"Casing and tubing of a kind used in drilling for oil or gas, of flat-rolled products of iron ...",6,1.0
420400,"Articles for technical use, of leather or composition leather",4,1.0
430213,"Tanned or dressed furskins of Astrakhan, Caracul, Persian, Broadtail or similar lamb, and Indian, ...",5,1.0
291534,Isobutyl acetate,8,1.0
410310,"Raw hides and skins of goats or kids, fresh or salted, dried, limed, pickled or otherwise preserved, ...",5,1.0
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,8,1.0
380830,"Herbicides, germination inhibitors and plant-growth regulators put up for retail sale or as ...",8,1.0
851719,Line telephone sets; videophones (excluding line telephone sets with cordless handsets and ...,7,1.0
121230,"Apricot, peach ""incl. nectarine"" or plum stones and kernels",3,1.0
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",6,1.0
844360,"Machines for uses ancillary to printing, for the feeding, carriage or further processing of ...",7,1.0
90810,Nutmeg,12,1.0
90950,Seeds of fennel; juniper berries,3,1.0
701091,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",3,1.0
560710,"Twine, cordage, ropes and cables, of jute or other textile bast fibres of heading 5303, whether ...",4,1.0
852812,"Television receivers, colour, whether or not incorporating radio-broadcast receivers or sound ...",10,1.0
854451,"Electric conductors, for a voltage > 80 V but <= 1.000 V, insulated, fitted with connectors, ...",8,1.0
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, ...",9,1.0
852540,Still image video cameras and other video camera recorders; digital cameras,10,1.0
730610,"Line pipe of a kind used for oil or gas pipelines, of iron or steel, of an external diameter ...",7,1.0
852330,Cards incorporating an unrecorded magnetic stripe,7,1.0
681270,"Compressed asbestos fibre jointing, in sheets or rolls",5,1.0
852390,Prepared unrecorded media for sound recording or similar recording of other phenomena (excluding ...,7,1.0
610792,"Men's or boys' bathrobes, dressing gowns and similar articles of man-made fibres, knitted or ...",5,1.0
620792,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",5,1.0
871419,"Parts and accessories for motorcycles, incl. mopeds, n.e.s.",11,1.0
940199,"Parts of seats, not of wood, n.e.s.",3,1.0
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,8,1.0
852790,"Receivers for radio-telephony, radio-telegraphy or commercial radio",7,1.0
290394,Hexabromobiphenyls,6,1.0
620510,"Men's or boys' shirts of wool or fine animal hair (excluding knitted or crocheted, nightshirts, ...",7,1.0
110210,Rye flour,10,1.0
940151,Seats of bamboo or rattan,8,1.0
950380,"Toys and models, incorporating a motor (excluding electric trains, scale model assembly kits, ...",6,1.0
290433,Lithium perfluorooctane sulphonate,8,1.0
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",8,1.0
790600,"Zinc tubes, pipes and tube or pipe fittings ""e.g., couplings, elbows, sleeves""",4,1.0
851999,"Sound reproducing apparatus, not incorporating a sound recording device (excluding record players, ...",6,1.0
480910,"Carbon and similar copying papers, whether or not printed, in rolls of a width > 36 cm or in ...",4,1.0
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",3,1.0
441222,Veneered panels and similar laminated wood with at least one outer ply of tropical wood specified ...,5,1.0
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",6,1.0
380820,Fungicides put up for retail sale or as preparations or articles,7,1.0
854441,"Electric conductors for a voltage <= 80 V, insulated, fitted with connectors, n.e.s.",8,1.0
441229,Veneered panels and similar laminated wood with at least one outer ply of non-coniferous wood ...,5,1.0
701092,"Carboys, bottles, flasks, jars, pots, phials and other containers of a kind used for the commercial ...",3,1.0
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,8,1.0
293294,Safrole,12,1.0
292340,Didecyldimethylammonium perfluorooctane sulphonate,8,1.0
291522,Sodium acetate,3,1.0
540610,"Synthetic filament yarn, put up for retail sale (excluding sewing thread)",4,1.0
600534,"Printed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", ...",5,1.0
330111,"Oils of bergamot, whether or not terpeneless, incl. concretes and absolutes",5,1.0
481610,"Carbon or similar copying papers, in rolls of a width of <= 36 cm or in rectangular or square ...",4,1.0
852311,"Magnetic tapes, unrecorded, of a width <= 4 mm",4,1.0
